drugname,ADR_Count,indi_pt,Severe_Outcome_Rate,ADR_Rate
NIFEDIPINE ER,19,"BLOOD PRESSURE, BLOOD PRESSURE INCREASED, BLOOD CHOLESTEROL INCREASED",0.0,3.508212818529568e-06
ALKA-SELTZER PLUS COLD & COUGH,19,"COLD SYMPTOMS, COMMON COLD, COUGH",0.0,3.508212818529568e-06
MEIACT MS,18,ACUTE PHARYNGITIS,0.0,3.323570038606959e-06
ZOVIA 1/35E-28,18,CONTRACEPTION,0.0,3.323570038606959e-06
DIMECLOCYCLINE,18,,0.0,3.323570038606959e-06
ACETADOTE,18,DRESS SYNDROME,0.3333333333333333,3.323570038606959e-06
MARCAIN SPINAL,18,SPINAL ANAESTHESIA,0.0,3.323570038606959e-06
DIANEAL WITH DEXTROSE,18,PERITONEAL DIALYSIS,0.3333333333333333,3.323570038606959e-06
RANIHEXAL,18,"NAUSEA, VOMITING, HYPERTENSION",0.0,3.323570038606959e-06
HYPROMELLOSES,18,"DRY EYE, GASTROOESOPHAGEAL REFLUX DISEASE, POLYCYSTIC OVARIES",0.0,3.323570038606959e-06
"BENICAR ANLO (OLMESARTAN MEDOXOMIL, AMLODIPINE BESILATE) (TABLET) (OLMESARTAN MEDOXOMIL, AMLODIPINE)",18,HYPERTENSION,0.0,3.323570038606959e-06
ACETYLSALICYLIC ACLOPIDOGREL BISULFATE,18,"THROMBOSIS PROPHYLAXIS, ACUTE MYOCARDIAL INFARCTION, DRUG USE FOR UNKNOWN INDICATION",0.0,3.323570038606959e-06
AMIKACIN SULFATE,18,"RESPIRATORY TRACT INFECTION, HYPOTHYROIDISM, MENINGITIS",0.2222222222222222,3.323570038606959e-06
MYORISAN 40 MG,18,"CYSTIC ACNE, ACNE, SUICIDE ATTEMPT",0.0,3.323570038606959e-06
EVITHROM,18,HAEMOSTASIS,0.5,3.323570038606959e-06
ACETAMINOPHEN/CODEINE TABLETS,18,TONSILLECTOMY,0.1111111111111111,3.323570038606959e-06
LEVOFLOXACIN 500 MG BICONVEX,18,"SINUS INFECTION, DISEASE RECURRENCE, GASTRIC ULCER",0.0,3.323570038606959e-06
IBUPROFEN LYSINE,18,PATENT DUCTUS ARTERIOSUS,0.5,3.323570038606959e-06
NONACOG ALFA,18,"HAEMARTHROSIS, FACTOR IX DEFICIENCY",0.0,3.323570038606959e-06
TRI-COR 145MG ABBOTT,18,TRIGLYCERIDE INCREASED,0.0,3.323570038606959e-06
MK-2206,18,NON-SMALL CELL LUNG CANCER,0.3333333333333333,3.323570038606959e-06
MK-0431,18,TYPE 2 DIABETES MELLITUS,0.0,3.323570038606959e-06
PRAZOSIN HCL,18,"PULMONARY ARTERIAL HYPERTENSION, POST-TRAUMATIC STRESS DISORDER, ACNE",0.0,3.323570038606959e-06
POLYETHYLENE GLYCOL 3350 AND ELECTROLYTES,18,COLONOSCOPY,0.0,3.323570038606959e-06
LITHIUM  CARBONATE,18,,0.0,3.323570038606959e-06
MICRONOR,18,"CONTRACEPTION, MENSTRUATION IRREGULAR",0.0,3.323570038606959e-06
GRTPA,18,EMBOLIC STROKE,0.3333333333333333,3.323570038606959e-06
DEXPAK,18,SHOULDER PAIN,0.0,3.323570038606959e-06
ALKA-SELTZER PLUS NIGHT COLD MEDICINE,18,"SLEEP DISORDER THERAPY, NASOPHARYNGITIS, COMMON COLD",0.0,3.323570038606959e-06
VALACICLOVIR,18,"INFECTION, CONTRACEPTION",0.0,3.323570038606959e-06
LAMOTRIGINE (FORMULATION UNKNOWN) (GENERIC) (LAMOTRIGINE),18,CONVULSION,0.0,3.323570038606959e-06
DESITIN MAXIMUM STRENGTH ORIGINAL,18,"DERMATITIS DIAPER, SEASONAL ALLERGY",0.0,3.323570038606959e-06
SUDAFED,18,"PRODUCT USED FOR UNKNOWN INDICATION, NASAL CONGESTION, SINUS CONGESTION",0.0,3.323570038606959e-06
STREPTOMYCIN,18,"PULMONARY TUBERCULOSIS, TUBERCULOSIS, MENINGITIS TUBERCULOUS",0.0,3.323570038606959e-06
MAALOX ANTACID/ANTIGAS MS LIQ COOL MINT,18,"ABDOMINAL DISCOMFORT, GASTRIC DISORDER, DETOXIFICATION",0.2222222222222222,3.323570038606959e-06
MAGNESIUM OXIDE\METHYLCELLULOSE,18,"HEMORRHOIDAL BLEEDING, ARTHRITIS, MYOCARDIAL INFARCT PROPHYLAXIS",0.0,3.323570038606959e-06
NAVANE,18,"HALLUCINATION, DEPRESSION, NERVOUSNESS",0.0,3.323570038606959e-06
ACLIDINIUM BROMIDE,18,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE, LUNG LOBECTOMY, EMPHYSEMA",0.0,3.323570038606959e-06
TRIBENZOR,18,HYPERTENSION,0.0,3.323570038606959e-06
NICORETTE 2 MG GUM,18,"SMOKING CESSATION THERAPY, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.323570038606959e-06
NIASPAN ER,18,"HDL DECREASED, LDL INCREASED, TRIGLYCERIDE INCREASED",0.0,3.323570038606959e-06
CITALOPRAM(CITALOPRAM),18,"DEPRESSED MOOD, DEPRESSION, SCHIZOPHRENIA",1.0,3.323570038606959e-06
ORFIDAL,18,"ANXIETY, AGITATION, DEPRESSION",0.0,3.323570038606959e-06
AMMONAPS,18,DISORDERS OF UREA CYCLE METABOLISM,0.4444444444444444,3.323570038606959e-06
ATENOLOL+CHLORTHALIDONE,18,HYPERTENSION,0.0,3.323570038606959e-06
NOVASTAN,18,"HEPARIN-INDUCED THROMBOCYTOPENIA, DIALYSIS, NEPHROGENIC ANAEMIA",0.1111111111111111,3.323570038606959e-06
ALBUTEROL,18,"PRODUCT USED FOR UNKNOWN INDICATION, ALLERGY, ASTHMA",0.0,3.323570038606959e-06
AMTURNIDE,18,"HYPERTENSION, THYROID DISORDER, BLOOD CHOLESTEROL",0.0,3.323570038606959e-06
AMINOPHYLLINE,18,"BRONCHITIS, ASTHMA",0.0,3.323570038606959e-06
AVANZA,18,SLEEP DISORDER,0.1111111111111111,3.323570038606959e-06
DARVOCET A500,18,BACK SURGERY,0.0,3.323570038606959e-06
ARTILOG,18,"ARTHRALGIA, PROPHYLAXIS AGAINST GASTROINTESTINAL ULCER, DYSLIPIDAEMIA",0.0,3.323570038606959e-06
ROGAINE EXTRA STRENGTH,18,ALOPECIA,0.0,3.323570038606959e-06
AMMONIUM CARBONATE\MENTHOL\POTASSIUM BICARBONATE,18,COUGH,0.0,3.323570038606959e-06
REQUIP LP,18,"PARKINSON'S DISEASE, CHEMOTHERAPY",0.0,3.323570038606959e-06
TRIAMINIC DAY TIME COLD AND COUGH,18,"NASOPHARYNGITIS, INFLUENZA, COUGH",0.0,3.323570038606959e-06
TRIAMINIC FEVER REDUCER PAIN RELIEVER,18,"EAR PAIN, MALAISE, TEETHING",0.0,3.323570038606959e-06
ARM AND HAMMER BAKING SODA,18,"TOOTH DECAY, PREVENTION",0.0,3.323570038606959e-06
AVALIDE TABS 150MG/12.5MG,18,"HYPERTENSION, BLOOD PRESSURE INCREASED",0.0,3.323570038606959e-06
NITROFUR-MACR MYLAN,18,"BLADDER INFECTION, URINARY TRACT INFECTION",0.0,3.323570038606959e-06
PROAIR,18,"ASTHMA, PROPHYLACTIC",0.2777777777777778,3.323570038606959e-06
CLARITHROCIN,18,BRONCHITIS,0.0,3.323570038606959e-06
SALOFALK,18,ULCERATIVE COLITIS,0.0,3.323570038606959e-06
NORPACE CR,18,"CARDIOMYOPATHY, HYPERLIPIDAEMIA",0.0,3.323570038606959e-06
IMIJECT,18,"PRODUCT USED FOR UNKNOWN INDICATION, CLUSTER HEADACHE, HEADACHE",0.0,3.323570038606959e-06
PITOCIN,18,"POSTPARTUM HAEMORRHAGE, OVULATION INDUCTION, LABOUR INDUCTION",0.0,3.323570038606959e-06
NEUTROGENA OIL FREE ACNE WASH PINK GRAPEFRUIT FACIAL CLEANSER,18,"REMOVAL OF DIRT FROM SKIN, MENOPAUSE",0.0,3.323570038606959e-06
SANDIMMUN / NEORAL/ OL 27-400/ OLO 400,18,"PEMPHIGOID, RASH PAPULAR, TRANSPLANT REJECTION",0.0,3.323570038606959e-06
RAPISCAN,18,"SCAN MYOCARDIAL PERFUSION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.323570038606959e-06
COLGATE TOTAL ADVANCE WHITENING,18,DENTAL CARIES,0.0,3.323570038606959e-06
AMOXICILLIN + CLAVULANATE POTASSIUM,18,"INJURY, COUGH, PYREXIA",0.0,3.323570038606959e-06
CLOPIDOGREL 75MG,18,"HYPERCOAGULATION, CORONARY ARTERY DISEASE",0.0,3.323570038606959e-06
RITODRINE,18,"THREATENED LABOUR, INTRAUTERINE INFECTION, CONSTIPATION",0.0,3.323570038606959e-06
ENANTONE 3.75 MG,18,"PROSTATE CANCER METASTATIC, URETHRAL CANCER, PROSTATE CANCER",0.2222222222222222,3.323570038606959e-06
CEFDITOREN,18,"ACUTE PHARYNGITIS, ACUTE TONSILLITIS",0.0,3.323570038606959e-06
SYMBICORT TBH,18,"RESPIRATORY TRACT INFECTION, ASTHMA, COUGH",0.0,3.323570038606959e-06
SILODOSIN,18,PHIMOSIS,0.0,3.323570038606959e-06
DAYQUIL COLD AND FLU,18,"COLD, COUGH, SORE THROAT",0.0,3.323570038606959e-06
CIPROFLOXACIN AND DEXTROSE,18,,0.0,3.323570038606959e-06
SPIRIVA 18 MIKROGRAMM KAPSEL MIT INHALATIONSPULVER,18,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE, HYPERTENSION, CARDIOVASCULAR EVENT PROPHYLAXIS",0.0,3.323570038606959e-06
NEUTROGENA ULTRA SHEER BODY MIST SUNSCREEN BROAD SPECTRUM SPF 30,18,"PREVENTION, CONTRACEPTION, DRY EYES",0.0,3.323570038606959e-06
DIANEAL PD-2 CON DEXTROSA AL 2.5% SOLUCION PARA DIALISIS PERITONEAL,18,"RENAL FAILURE CHRONIC, DRUG USE FOR UNKNOWN INDICATION, HYPOTENSION",0.5,3.323570038606959e-06
MANTADIX,18,PARKINSON'S DISEASE,0.0,3.323570038606959e-06
EPIVIR HBV,18,"ACQUIRED IMMUNODEFICIENCY SYNDROME, PRODUCT USED FOR UNKNOWN INDICATION, ANTIVIRAL PROPHYLAXIS",0.16666666666666666,3.323570038606959e-06
HYDROXYCHLOROQUINE SULFATE,18,"RHEUMATOID ARTHRITIS, PALINDROMIC RHEUMATISM, DRUG USE FOR UNKNOWN INDICATION",0.0,3.323570038606959e-06
PREPARATION H CREAM MAX STRENGTH,18,"HEMORRHOIDS, ANORECTAL DISORDER, RASH",0.0,3.323570038606959e-06
CYMBALTA 30MG ELI LILLY + CO.,18,"CHRONIC BACK PAIN, DEPRESSION",0.0,3.323570038606959e-06
BENZYLPENICILLIN,18,RHEUMATIC HEART DISEASE,0.0,3.323570038606959e-06
LOSARTAN POTASSIUM TABLETS,18,"HYPERTENSION, DRUG USE FOR UNKNOWN INDICATION",0.0,3.323570038606959e-06
APO MIRTAZAPINE,18,,0.0,3.323570038606959e-06
IMMUNE GLOBULIN SQ,18,,0.0,3.323570038606959e-06
BUPROPION HYDROCHLORIDE EXTENDED RELEASE SR,18,"SMOKING CESSATION THERAPY, DEPRESSION, ATTENTION DEFICIT/HYPERACTIVITY DISORDER",0.0,3.323570038606959e-06
ESOPRAL,18,"ABDOMINAL PAIN UPPER, VOMITING, BRONCHOSPASM",0.0,3.323570038606959e-06
INSULATARD NPH HUMAN,18,"TYPE 1 DIABETES MELLITUS, GESTATIONAL DIABETES, INJECTION SITE REACTION",0.0,3.323570038606959e-06
DIANEAL-N PD-4 2.5 PD SOLUTION,17,"RENAL FAILURE CHRONIC, DIABETIC NEPHROPATHY",0.4117647058823529,3.1389272586843502e-06
ELISOR TABS 20 MG,17,"TRANSIENT ISCHAEMIC ATTACK, HYPERSENSITIVITY, DYSLIPIDAEMIA",0.0,3.1389272586843502e-06
ARCAPTA,17,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,0.058823529411764705,3.1389272586843502e-06
FOLOTYN,17,"OESOPHAGEAL ADENOCARCINOMA, ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA, LYMPHOMA",0.35294117647058826,3.1389272586843502e-06
METASTRON,17,"METASTATIC PAIN, THERAPEUTIC PROCEDURE",0.5294117647058824,3.1389272586843502e-06
ABSTRAL,17,"OFF LABEL USE, PAIN, PRODUCT USED FOR UNKNOWN INDICATION",0.058823529411764705,3.1389272586843502e-06
GAMMAGARD,17,,0.0,3.1389272586843502e-06
EXPAREL,17,POSTOPERATIVE ANALGESIA,0.0,3.1389272586843502e-06
CORODIL,17,"HYPERTENSION, ATRIAL FLUTTER, ANGINA PECTORIS",0.0,3.1389272586843502e-06
SECOTEX ADV,17,"BENIGN PROSTATIC HYPERPLASIA, CEREBROVASCULAR ACCIDENT, DIABETES MELLITUS",0.6470588235294118,3.1389272586843502e-06
ZIANA,17,ACNE,0.0,3.1389272586843502e-06
DOXORUBICIN HYDROCHLORIDE(CAELYX),17,"DIFFUSE LARGE B-CELL LYMPHOMA, NEOPLASM, PROPHYLAXIS",0.0,3.1389272586843502e-06
TELITHROMYCIN,17,ACUTE SINUSITIS,0.0,3.1389272586843502e-06
BRIMONIDINE,17,"MEDICAL OBSERVATION, DILATATION PUPILLARY, ANESTHESIA LOCAL",0.0,3.1389272586843502e-06
VISTABEL,17,"WRINKLES, GLABELLAR FROWN LINES",0.0,3.1389272586843502e-06
TROLAMINE SALICYLATE,17,"NECK PAIN, SHOULDER PAIN, NEUROPATHY PERIPHERAL",0.0,3.1389272586843502e-06
AVAPRO TABS 150 MG,17,"HYPERTENSION, BLOOD PRESSURE ABNORMAL, CORONARY ARTERIAL STENT INSERTION",0.0,3.1389272586843502e-06
AZELASTINE HYDROCHLORIDE,17,DRUG USE FOR UNKNOWN INDICATION,0.0,3.1389272586843502e-06
ULORIC (FEBUXOSTAT),17,"URIC ACID INCREASED, HIGH CHOLESTEROL, GOUT",0.0,3.1389272586843502e-06
ATMADISC,17,"ASTHMA, HYPOTHYROIDISM",0.0,3.1389272586843502e-06
OPANA ER 20MG,17,"BACK PAIN, PRODUCT USED FOR UNKNOWN INDICATION, PAIN",0.0,3.1389272586843502e-06
MIDODRINE HCL,17,"ORTHOSTATIC HYPOTENSION, ASTHMA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.1389272586843502e-06
CETYLPYRIDINIUM CHLORIDE,17,,0.0,3.1389272586843502e-06
INFLUVAC,17,"ANTIVIRAL PROPHYLAXIS, PRODUCT USED FOR UNKNOWN INDICATION, INFLUENZA IMMUNISATION",0.0,3.1389272586843502e-06
"VIVITROL (VIVITROL_NDA) INJECTION, 380MG",17,"ALCOHOLISM, DRUG USE FOR UNKNOWN INDICATION, OPIOID TYPE DEPENDENCE",0.11764705882352941,3.1389272586843502e-06
PRIALT (ZICONOTIDE) INTRATHECAL INFUSION,17,,0.35294117647058826,3.1389272586843502e-06
PACLITAXEL TEVA,17,"GASTRIC CANCER, SQUAMOUS CELL CARCINOMA, OVARIAN CANCER",0.0,3.1389272586843502e-06
MOVIPREP (SOLUTION),17,BOWEL PREPARATION,0.0,3.1389272586843502e-06
BARIUM SULFATE,17,"ANGIOGRAPHY, PHEOCHROMOCYTOMA",0.0,3.1389272586843502e-06
TIMOLOL,17,"FUNGAL INFECTION, GLAUCOMA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.1389272586843502e-06
ROBITUSSIN PEAK COLD COUGH PLUS CHEST CONGESTION DM,17,"COUGH, PULMONARY CONGESTION, HYPERTENSION",0.0,3.1389272586843502e-06
GAS-X EXTRA STRENGTH,17,"FLATULENCE, SYSTEMIC LUPUS ERYTHEMATOSUS",0.11764705882352941,3.1389272586843502e-06
PREPARATION H SUPPOSITORY,17,"HAEMORRHOIDS, HEMORRHOIDS, ANORECTAL DISORDER",0.0,3.1389272586843502e-06
EXFORGE D,17,"HYPERTENSION, BLOOD PRESSURE ABNORMAL",0.29411764705882354,3.1389272586843502e-06
VOLUVEN,17,"SURGERY, PRODUCT USED FOR UNKNOWN INDICATION, HYPOVOLEMIA",0.0,3.1389272586843502e-06
CHILDREN'S ADVIL,17,"NASAL CONGESTION, INFLUENZA LIKE ILLNESS, OROPHARYNGEAL PAIN",0.0,3.1389272586843502e-06
ESCITALOPRAM 20MG,17,"ANXIETY DEPRESSION, DEPRESSION, ANXIETY",0.0,3.1389272586843502e-06
BICNU,17,"LYMPHOMA, GLIOBLASTOMA",0.23529411764705882,3.1389272586843502e-06
VYVANSE 70 MG SHIRE,17,ADHD,0.0,3.1389272586843502e-06
VX-222,17,"HEPATITIS C, MEDICAL DIET, MYALGIA",0.0,3.1389272586843502e-06
PATANASE,17,"MULTIPLE ALLERGIES, ACUTE SINUSITIS, NASAL CONGESTION",0.0,3.1389272586843502e-06
NICOTINELL,17,"SMOKING CESSATION THERAPY, HYPERTENSION",0.0,3.1389272586843502e-06
NITISINONE,17,TYROSINEMIA TYPE I,0.0,3.1389272586843502e-06
"LEVONORGESTREL, ETHINYL ESTRADIOL",17,"MENSTRUAL DISORDER, MENORRHAGIA, MOOD SWINGS",0.0,3.1389272586843502e-06
PHENERGAN,17,"POST PROCEDURAL NAUSEA, NAUSEA, FIBROMYALGIA WORSENED",0.0,3.1389272586843502e-06
DIANEAL PD-2 PERITONEAL DIALISIS SOLUTION ULTRABAG WITH 2.5% DEXTROSE,17,PERITONEAL DIALYSIS,0.35294117647058826,3.1389272586843502e-06
COMBIGAN,17,"GLAUCOMA, DRUG USE FOR UNKNOWN INDICATION",0.0,3.1389272586843502e-06
HYALURONIDASE,17,CATARACT OPERATION,0.0,3.1389272586843502e-06
REMERON TABLETS 15MG,16,"DEPRESSION, INSOMNIA",0.0,2.954284478761741e-06
REGULAR STRENGTH TYLENOL,16,"PAIN, BLOOD CHOLESTEROL INCREASED, HEADACHE",0.0,2.954284478761741e-06
BEROTEC,16,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE, DYSPEPSIA, RHEUMATIC DISORDER",0.0,2.954284478761741e-06
DAIVOBET,16,"PSORIASIS, PSORIASIS VULGARIS, DRUG USE FOR UNKNOWN INDICATION",0.0,2.954284478761741e-06
LEUSTATIN,16,"HAIRY CELL LEUKAEMIA, LANGERHANS' CELL HISTIOCYTOSIS, MANTLE CELL LYMPHOMA",0.0,2.954284478761741e-06
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,16,"BLOOD PRESSURE, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.954284478761741e-06
TRIAMHEXAL,16,"ANALGESIC THERAPY, BACK PAIN",0.0,2.954284478761741e-06
LETAIRIS 10MG GILEAD,16,"PULMONARY HYPERTENSION SECONDARY, PULMONARY ARTERIAL HYPERTENSION",0.5625,2.954284478761741e-06
EFFENTORA,16,NEURALGIA,0.0,2.954284478761741e-06
"DIANEAL PD-2 CON DEXTROSA AL 1,5%.",16,"PERITONEAL DIALYSIS, PERITONITIS",0.0,2.954284478761741e-06
PUREGONFOLLITROPIN BETA,16,"OVULATION INDUCTION, CELLULITIS",0.0,2.954284478761741e-06
PROTAPHANE FLEXPEN,16,"GESTATIONAL DIABETES, ANAEMIA",0.0,2.954284478761741e-06
HYDROMORPHONE HCL,16,"PAIN MANAGEMENT, PYREXIA, DEEP VEIN THROMBOSIS",0.125,2.954284478761741e-06
ARCOXIA,16,"BACK PAIN, NECK PAIN, MUSCULOSKELETAL PAIN",0.0,2.954284478761741e-06
TIENAM 500 MG+500 MG POLVERE PER SOLUZIONE PER INFUSIONE,16,INFECTION,0.0,2.954284478761741e-06
METOPROLOL TARTRATE (METOPROLOL TARTRATE) (TABLETS) (METOPROLOL TARTRATE),16,MYOCARDIAL INFARCTION,0.0,2.954284478761741e-06
PRITOR,16,HYPERTENSION,0.0,2.954284478761741e-06
PRIVATE LABEL STRENGTH UNKNOWN,16,DIABETES MELLITUS,0.0,2.954284478761741e-06
CETIRIZINE W/PSEUDOEPHEDRINE,16,NASAL CONGESTION,0.0,2.954284478761741e-06
BACITRACIN,16,"INFECTION, SURGICAL SITE REACTION, SURGICAL PROCEDURE",0.0,2.954284478761741e-06
BENZTROPINE,16,SPASMODIC TORTICOLLIS,0.0,2.954284478761741e-06
UNSPECIFIED,16,"GLIOBLASTOMA MULTIFORME, GASTROOESOPHAGEAL REFLUX DISEASE, DYSPEPSIA",0.0,2.954284478761741e-06
DOMEBORO POWDER PACKETS,16,"POISON IVY RASH, HEMORRHOIDS",0.0,2.954284478761741e-06
SIMULECT / CHI 621A / SDZ CHI 621,16,IMMUNOSUPPRESSION,0.5,2.954284478761741e-06
"NEOSTIGMINE METHYLSULFATE INJECTION, USP (0033-10) 1.0 MG/ML",16,OGILVIE'S SYNDROME,0.0,2.954284478761741e-06
ALENDRONATE SODIUM\CHOLECALCIFEROL,16,STEROID THERAPY,0.0,2.954284478761741e-06
NUVA RING,16,"BIRTH CONTROL, MENSTRUAL CYCLE MANAGEMENT",0.0,2.954284478761741e-06
PRILOSEC DELAYED-RELEASE CAPSULES,16,ULCER,0.0,2.954284478761741e-06
ENBREL 50MG AMGEN,16,"RHEUMATOID ARTHRITIS, ANKYLOSING SPONDYLITIS, PSORIATIC ARTHROPATHY",0.0,2.954284478761741e-06
EMLA CREME,16,"APPLICATION SITE ANAESTHESIA, CIRCUMCISION, PAIN PROPHYLAXIS",0.0,2.954284478761741e-06
ENDOXAN-1G,16,"CHRONIC LYMPHOCYTIC LEUKEMIA, DRUG USE FOR UNKNOWN INDICATION, MULTIPLE MYELOMA",0.125,2.954284478761741e-06
MICARDIS 80 MG,16,"VENTRICULAR FIBRILLATION, CEREBROVASCULAR ACCIDENT PROPHYLAXIS, HYPERTENSION",0.0,2.954284478761741e-06
ZENAPAX,16,"GRAFT VERSUS HOST DISEASE, PROPHYLAXIS AGAINST GRAFT VERSUS HOST DISEASE",0.375,2.954284478761741e-06
NORDITROPIN FLEXPRO 10 MG/ML,16,"GROWTH HORMONE DEFICIENCY, PRODUCT USED FOR UNKNOWN INDICATION, NOONAN SYNDROME",0.0,2.954284478761741e-06
CAVERJECT DUAL,16,IMPOTENCE,0.0,2.954284478761741e-06
TACROLIMUS (TACROLIMUS),16,"RENAL TRANSPLANT, URINARY TRACT INFECTION",0.0,2.954284478761741e-06
TIGAN,16,"NAUSEA, VOMITING",0.0,2.954284478761741e-06
NORETHINDRONE AND ETHINYL ESTRADIOL,16,"CONTRACEPTION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.954284478761741e-06
ICY HOT POWER GEL,16,"KNEE PAIN, ARTHRITIS, MUSCLE SPASMS",0.0,2.954284478761741e-06
PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,16,"INFECTION, APPENDICITIS PERFORATED",0.0,2.954284478761741e-06
FENTANYL (NO PREF. NAME),16,"PAIN AGGRAVATED, PAIN IN HIP, DRUG USE FOR UNKNOWN INDICATION",0.0625,2.954284478761741e-06
PIPERACILLIN & TAZOBACTAM,16,"INTRASPINAL ABSCESS, PNEUMONIA",0.0,2.954284478761741e-06
CYCLESSA,16,RESTLESS LEG SYNDROME,0.0,2.954284478761741e-06
CIPROFLOXACIN 750 MG BAYER,16,UTI,0.0,2.954284478761741e-06
REMBRANDT 2 HOUR WHITENING KIT,16,"TOOTH DISCOLORATION, DENTAL CARE",0.0,2.954284478761741e-06
ACENOCOUMAROL,16,"AORTIC VALVE REPLACEMENT, SCHNITZLER'S SYNDROME",1.0,2.954284478761741e-06
FLUOROMETHOLONE,16,"EYES RED, INFECTION, WATERING EYES",0.0,2.954284478761741e-06
ZYPREXIA,16,ATTENTION DEFICIT DISORDER,0.0,2.954284478761741e-06
METFIN,16,"ACTINIC KERATOSIS, BLADDER DISORDER",0.0,2.954284478761741e-06
DINOPROSTONE,16,LABOUR INDUCTION,0.0,2.954284478761741e-06
TAVARA,16,"HYPERCHOLESTEROLAEMIA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.954284478761741e-06
(LANSOPRAZOLE) (LANSOPRAZOLE),16,,0.0,2.954284478761741e-06
METHYLERGONOVINE MALEATE,16,,0.0,2.954284478761741e-06
LBH589,16,"HAEMATOLOGICAL MALIGNANCY, DYSPNOEA, LUNG INFILTRATION",0.0,2.954284478761741e-06
DIAZEPAM TABLETS,16,"POISONING DELIBERATE, INSOMNIA, SUICIDE ATTEMPT",0.0,2.954284478761741e-06
CYCLOPENTOLATE\PHENYLEPHRINE\TROPICAMIDE,16,"PUPIL DILATION PROCEDURE, PREOPERATIVE CARE, DILATED PUPILS",0.0,2.954284478761741e-06
ROGAINE FOR MEN EXTRA STRENGTH FOAM,16,"ALOPECIA, VITAMIN SUPPLEMENTATION",0.0,2.954284478761741e-06
SINGULAR,16,"MULTIPLE ALLERGIES, ALLERGIC ASTHMA, ALLERGIC RHINITIS",0.0,2.954284478761741e-06
SINGULAIR TABLETS 10MG,16,"ALLERGIC RHINITIS, ASTHMA, RHINITIS ALLERGIC",0.0,2.954284478761741e-06
SIMVASTATIN  (SIMVASTATIN),16,DRUG USE FOR UNKNOWN INDICATION,0.0,2.954284478761741e-06
LIOTHYRONINE,16,PANHYPOPITUITARISM,0.0,2.954284478761741e-06
MAXITROL,16,POSTOPERATIVE CARE,0.0,2.954284478761741e-06
BUSPIRONE HYDROCHLORIDE,16,"PRODUCT USED FOR UNKNOWN INDICATION, CULTURE POSITIVE",0.0,2.954284478761741e-06
ENBREL 50 AMGEN,16,"PSORIASIS, RHEUMATOID ARTHRITIS, JUVENILE CHRONIC POLYARTHRITIS",0.0,2.954284478761741e-06
BENGAY,16,"PAIN ANKLE, PRODUCT USED FOR UNKNOWN INDICATION",0.0625,2.954284478761741e-06
DULCOLAX STOOL SOFTENER,16,"FAECES HARD, CONSTIPATION",0.0,2.954284478761741e-06
MOBICOX,16,"BACK PAIN, NECK PAIN",0.0,2.954284478761741e-06
NEXT CHOICE,16,"POST COITAL CONTRACEPTION, PRODUCT USED FOR UNKNOWN INDICATION, ABORTION INDUCED",0.0,2.954284478761741e-06
AMPICILLIN SODIUM/SULBACTAM SODIUM,16,"APPENDICITIS PERFORATED, DENTAL EXAMINATION",0.0,2.954284478761741e-06
AMBIEN 12.5 CR AVENTI-SANDOLF,16,"INSOMNIA, DEPRESSION",0.0,2.954284478761741e-06
EMEND 125MG,16,"PROPHYLAXIS OF NAUSEA AND VOMITING, CHEMOTHERAPY, CONSTIPATION PROPHYLAXIS",0.0,2.954284478761741e-06
PROPRANOLOL (WATSON LABORATORIES),16,"HAEMANGIOMA OF SKIN, HAEMANGIOMA CONGENITAL, HEMANGIOMA CONGENITAL",0.0,2.954284478761741e-06
SILVER SULFADIAZINE,16,"BURN, PEMPHIGUS VULGARIS",0.375,2.954284478761741e-06
ONEDURO,16,"CANCER PAIN, PRODUCT USED FOR UNKNOWN INDICATION, PAIN",0.0,2.954284478761741e-06
ONFI (CLOBAZAM (CLOBAZAM),16,EPILEPSY,0.5,2.954284478761741e-06
AMMONUL,16,HYPERAMMONAEMIA,1.0,2.954284478761741e-06
BROMOCRIPTINE MESYLATE,16,"PROLACTINOMA, PITUITARY TUMOUR BENIGN, MENSTRUATION IRREGULAR",0.0,2.954284478761741e-06
ASPIRINE 500 BRUIS,16,"SLEEP DISORDER, RESTLESS LEGS SYNDROME, HYPERTENSION",0.0,2.954284478761741e-06
TRIMIX,16,IMPOTENT,0.0,2.954284478761741e-06
SOLARAZE,16,"ACTINIC KERATOSIS, DIABETES MELLITUS, BLOOD CHOLESTEROL INCREASED",0.0,2.954284478761741e-06
ENDOXAN VIAL 1G,16,RHABDOMYOSARCOMA,0.0,2.954284478761741e-06
PROLONGED RELEASE SODIUM VALPROATE,16,MENTAL DISORDER,0.0,2.954284478761741e-06
